Store Name,Longitude,Latitude
Teavana - Bower Place,-113.81,52.25
Gaetz Ave Chapters,-113.82,52.24
Red Deer College,-113.82,52.25
Red Deer Village,-113.81,52.29
Clearview,-113.77,52.29
Taylor Ave & 67th St,-113.84,52.29
Gasoline Alley,-113.82,52.21
Teavana - Cross Iron,-113.99,51.2
Cross Iron Indigo,-113.99,51.21
Safeway-Sherwood Park #811,-113.32,53.51
Safeway-Sherwood Park #822,-113.3,53.53
Emerald Hills,-113.27,53.57
Millennium Ridge,-113.32,53.56
Baseline Road,-113.31,53.54
Ash St & Wye Rd,-113.31,53.51
Safeway-Spruce Grove #857,-113.91,53.54
Highway 16A & Century Rd,-113.88,53.54
Hwy 16A & Jennifer Heil Way,-113.93,53.54
Servus Credit Union Place,-113.58,53.65
Safeway - St Albert #806,-113.63,53.64
Erin Ridge,-113.64,53.67
Village Landing,-113.61,53.62
St.Albert Chapters,-113.63,53.65
Bellerose Drive,-113.62,53.65
Giroux Crossing,-113.63,53.65
Safeway-Stony Plain #823,-113.98,53.54
Ranch Market-Strathmore,-113.39,51.04
Safeway - Wetaskiwin #862,-113.39,52.96
Sumas Mountain Village,-122.22,49.04
Sumas Way & DeLair Road,-122.27,49.04
Sevenoaks SC - S.Fraser & Gladwin,-122.31,49.05
McCallum and No. 1,-122.29,49.04
Bakerview - Sumas Way,-122.27,49.03
Abbotsford Hospital - main lobby,-122.31,49.04
High Street - Abbotsford,-122.38,49.06
Fraser Station - Abbotsford,-122.46,49.06
West Oaks Mall,-122.32,49.05
Save On Foods Sumas,-122.27,49.04
Safeway - Abbotsford #88,-122.32,49.05
Mt. Lehman Centre - Abbotsford,-122.38,49.06
Safeway - Aldergrove #165,-122.46,49.06
SFU - West Mall Building,-122.92,49.28
Tandem - Dawson & Gilmore,-123.01,49.26
Safeway - Burnaby #44,-122.97,49.28
Brentwood Mall Level 2,-123,49.27
Kingsway - Station Square,-123,49.23
Safeway-Burnaby #42,-123,49.28
Metrotown Food Court,-123,49.23
Centrepoint-Kingsway & Miller,-123,49.23
Metrotown Chapters,-123,49.23
Marine Way & Byrne Road,-122.98,49.2
Lougheed & Holdom,-122.98,49.26
Lougheed & Willingdon,-123,49.27
Boundary Rd & Canada Way,-123.02,49.25
Solo District,-123,49.27
Kensington Square,-122.97,49.28
Lougheed Mall,-122.89,49.25
Metropolis Skytrain,-123,49.23
Simon Fraser University - Cornersto,-122.91,49.28
Station Square Central Blvd.,-123,49.23
Big Bend Crossing - Marine & Byrne,-122.98,49.2
Teavana - Metropolis at Metrotown,-123,49.23
Kingsway & Hall - Highgate Village,-122.96,49.22
Safeway - Burnaby #121,-122.9,49.25
Fortius Sport and Health,-122.97,49.25
Carlton Square,-123.01,49.28
Discovery Harbour,-125.25,50.03
"Mariner Square, Campbell River",-125.25,50.03
Safeway-Castlegar #196,-117.66,49.3
Promontory SC-Vedder & Promontory,-121.96,49.11
Edwards Crossing - Yale & Ontario,-121.96,49.17
Salish Plaza - Chilliwack,-121.95,49.17
Cottonwood Mall,-121.96,49.14
Safeway-Chilliwack #193,-121.96,49.14
Eagle Landing - Chilliwack,-121.98,49.15
Safeway - Chilliwack #99,-121.96,49.16
Garrison & Vedder,-121.96,49.1
Clearbrook Town Square,-122.32,49.05
Cloverdale Crossing-64th & 176th,-122.73,49.12
Austin Station,-122.82,49.25
Coquitlam Centre,-122.8,49.28
Westwood Plateau Village,-122.8,49.3
Pinetree Village,-122.8,49.28
Como Lake,-122.84,49.26
Eagle Ridge - Lansdowne & Guildford,-122.81,49.28
Prairie Mall,-122.76,49.27
United Blvd & Schooner St,-122.84,49.23
Safeway-Coquitlam #20,-122.79,49.28
Crown Isle,-124.96,49.71
Courtenay Crossing,-124.99,49.68
Cranbrook,-115.75,49.53
Safeway - Cranbrook #2271,-115.77,49.51
Dawson Creek,-120.22,55.75
Safeway - Dawson Creek #819,-120.22,55.75
Tsawwassen Ferry Terminal,-123.13,49.01
Sunshine Hills,-122.89,49.12
Safeway - North Delta #14,-122.89,49.12
Ladner,-123.08,49.09
Scott & 72nd,-122.89,49.13
Safeway - Delta #179,-123.08,49.09
Beverly Corners at Trans Can Hwy,-123.71,48.79
Duncan Plaza,-123.7,48.78
Save-on-Foods - Duncan,-123.7,48.78
Save On Foods Jasper,-113.51,53.54
Fernie,-115.06,49.51
Safeway - Fort St John #820,-120.85,56.24
Gibsons Park Plaza,-123.53,49.41
Safeway Kamloops #89,-120.35,50.67
Columbia Place - Kamloops,-120.35,50.67
Cityview Shopping Centre-Kamloops,-120.37,50.65
Kamloops Chapters,-120.38,50.65
Thompson Rivers University,-120.36,50.67
Safeway-Kamloops #56,-120.36,50.7
Columbia St & 3rd Ave - Kamloops,-120.33,50.67
Summit Ctre - Kamloops,-120.36,50.66
Valleyview SC - Kamloops,-120.28,50.68
Northills SC - Kamloops,-120.36,50.7
Mission Park,-119.49,49.86
Safeway - Kelowna #170,-119.49,49.89
Teavana - Orchard Park,-119.44,49.88
Mission Creek Plaza-Kelowna,-119.49,49.84
Harvey & Gordon-Kelowna,-119.48,49.88
Orchard Park Chapters,-119.44,49.88
Guisachan Village,-119.47,49.87
Central Park - Kelowna,-119.43,49.89
Bernard & Pandosy,-119.5,49.89
Kelowna Airport Business Park,-119.39,49.95
Hwy 97 at Leathead-Kelowna,-119.41,49.9
Rutland Crossing,-119.39,49.89
Aramark University of British Colum,-119.43,49.95
Safeway-Kelowna #7,-119.43,49.88
Brandt's Creek Crossing,-119.44,49.92
Save-on-Foods - Ladysmith,-123.8,48.98
"Cascades Casino, Coast Hotel & Conv",-122.66,49.11
Millstream & McCallum,-123.5,48.46
Hull's Corner-Jacklin & Langford,-123.51,48.44
Langford Centre,-123.5,48.45
Thunderbird - 200th & 88th,-122.66,49.16
Willowbrook Shopping Centre,-122.67,49.11
Valley Centre,-122.66,49.11
Langley / Chapters,-122.67,49.11
208th & Fraser - Langley,-122.65,49.1
Brookswood Village-200th & 40th,-122.67,49.08
200th St & 86th Ave D/T-Langley,-122.67,49.16
Safeway-Langley #59,-122.67,49.11
Walnut Grove,-122.64,49.16
Safeway-Langley #43,-122.64,49.1
Jericho Corner Shopping Centre,-122.67,49.13
Langley City Square,-122.67,49.11
Dewdney Trunk & 240th,-122.56,49.22
Valley Fair Mall,-122.59,49.22
Dewdney & 227th - Maple Ridge,-122.59,49.22
Westgate Cntr/Mpl Rdg,-122.66,49.22
Safeway-Maple Ridge #198,-122.66,49.22
DeWolf & Voght - Merritt,-120.76,50.12
Safeway Mission  - #142,-122.32,49.13
Mission Junction Shopping Center,-122.32,49.13
Metral Station - Nanaimo,-124.04,49.23
Terminal SC @ Princess Ave-Nanaimo,-123.95,49.18
University Village - Nanaimo,-123.95,49.16
Departure Bay Ferry Terminal,-123.96,49.19
Port Place Mall-Nanaimo,-123.93,49.16
Country Club Centre,-124.01,49.21
Woodgrove Chapters,-124.05,49.24
Safeway - Nelson #133,-117.28,49.5
Safeway-New Westminster #58,-122.91,49.22
E. Columbia & Sherbrooke,-122.89,49.23
Safeway-New Westminster #82,-122.9,49.21
Westminster Mall,-122.92,49.21
Shops at NewWest,-122.91,49.2
Royal Square,-122.91,49.22
Queensborough Landing,-122.95,49.19
The Brewery District-New West,-122.89,49.22
Save-on-Food - New Westminster,-122.92,49.21
Columbia Square Plaza,-122.92,49.2
6th & Columbia,-122.91,49.2
13th & Lonsdale,-123.07,49.32
Park & Tilford,-123.04,49.31
Lynn Valley,-123.04,49.34
Safeway-North Vancouver #23,-123.09,49.33
1331 Main Street,-123.04,49.31
Lonsdale Ave & 17th,-123.07,49.32
Capilano Mall,-123.1,49.32
Lonsdale Quay,-123.08,49.31
Safeway - North Vancouver #162,-122.97,49.32
Deep Cove,-122.95,49.31
Edgemont,-123.1,49.34
Lonsdale & 29th,-123.07,49.34
Pemberton Plaza,-123.11,49.32
Lonsdale Ave & 3rd St,-123.08,49.31
Island Hwy & Mills Rd,-124.3,49.32
Safeway-Penticton #153,-119.59,49.48
Main St & Front St - Penticton,-119.59,49.5
Cherry Lane - Penticton,-119.58,49.47
Hwy 97 & Riverside Dr - Penticton,-119.62,49.5
Meadowvale,-122.69,49.23
Pacific Rim Station-Pt Alberni D/T,-124.79,49.27
Shaughnessy Street,-122.78,49.26
Fremont Village - Coquitlam,-122.74,49.25
Oxford & Lougheed,-122.77,49.26
Safeway-Port Coquitlam #93,-122.78,49.27
Broadway Junction,-122.76,49.24
Suter Brook Village,-122.83,49.28
Heritage Mountain,-122.83,49.28
Port Moody,-122.86,49.28
Safeway - Powell River #182,-124.52,49.84
Town Ctr Mall-Powell River,-124.52,49.84
Spruceland,-122.78,53.92
West Central & 15th Avenue - PG,-122.78,53.91
College Heights,-122.78,53.87
Ramada Plaza Prince George,-122.74,53.91
Pine Ctre -Prince George,-122.78,53.9
Safeway-Prince Rupert #78,-130.32,54.31
Safeway-Quesnel #71,-122.5,52.98
Revelstoke Trans Canada,-118.22,51.01
Safeway-Richmond #191,-123.18,49.15
Ironwood Plaza,-123.09,49.13
Ackroyd,-123.14,49.17
Steveston - No. 1 & Bayview,-123.18,49.12
"YVR Vancouver Flagship, Level 3",-123.18,49.19
Bridgeport & Sweden,-123.08,49.19
Bridgeport & No 3 Road,-123.13,49.19
Sherton Vancouver Airport,-123.14,49.17
YVR Vancouver Pier C,-123.18,49.19
Blundell,-123.16,49.15
YVR West Chevron,-123.18,49.19
YVR Vancouver Main/DTB,-123.18,49.2
Teavana - Richmond Centre,-123.14,49.17
Richlea Square,-123.14,49.14
No.1 & Westminster /TerraNova,-123.18,49.17
YVR Concourse A Gate A2,-123.18,49.19
Richmond Hospital/Lobby,-123.15,49.17
YVR Vancouver US Departures,-123.18,49.2
Safeway - Richmond #138,-123.16,49.16
Richmond Centre,-123.14,49.17
Save-on-Foods - Tillicum Victoria,-123.39,48.45
Gateway Village Saanich,-123.38,48.46
Piccadilly Mall - Salmon Arm,-119.3,50.69
Tsain-Ko Village Sechelt,-123.75,49.47
Save-on-Foods - Sidney,-123.4,48.65
Sidney,-123.4,48.65
Compass-Victoria International Airp,-123.43,48.64
Safeway - Smithers #144,-127.19,54.82
Whiterock,-122.8,49.03
Garibaldi Village - Squamish,-123.13,49.74
Squamish,-123.15,49.7
Safeway-Surrey #92,-122.89,49.14
Teavana - Guildford Town Centre,-122.8,49.19
Safeway-Surrey #1,-122.85,49.19
Cloverdale,-122.73,49.1
Safeway - Surrey #184,-122.84,49.13
Tribeca - 152nd & KGB,-122.8,49.05
Ocean Park,-122.87,49.03
Morgan Crossing,-122.78,49.05
Surrey Park Place,-122.84,49.18
108th & 160th - Fraser Heights,-122.78,49.2
Nordel Annex - Nordel & 120th,-122.89,49.16
Safeway-Surrey #47,-122.8,49.05
South Surrey Power Centre,-122.8,49.06
Panorama Village -Hwy 10 & 152nd,-122.8,49.1
Guildford Town Centre Level 1,-122.8,49.19
Newton Village,-122.84,49.14
Brick Yard Station - Cloverdale,-122.74,49.11
10174 152nd St - Guildford,-122.8,49.19
City Centre 1,-122.84,49.18
Cedar Hills-96th & 128th,-122.87,49.18
Guildford Town Centre Level 2,-122.8,49.19
Alder Crossing - 148th & KGH,-122.81,49.06
Safeway-Surrey #62,-122.8,49.16
London Station,-122.84,49.19
Clayton Crossing,-122.7,49.12
Fraser Hwy & 159th,-122.78,49.16
Central City Shopping Centre,-122.85,49.19
Indigo at Grandview Corners,-122.78,49.05
Teavana - Central City,-122.84,49.19
Fleetwood,-122.8,49.16
Safeway - Terrace #126,-128.59,54.52
Bayside Village,-123.07,49.02
Tsawwassen Mills,-123.08,49.04
Save-on-Foods - Delta,-123.07,49.02
Pacific Blvd & Davie/Concord,-123.12,49.27
Westin Bayshore,-123.13,49.29
Cornwall & Cypress,-123.15,49.27
Granville & Georgia,-123.12,49.28
1855 Burrard Street,-123.15,49.27
Safeway - Vancouver #114,-123.13,49.25
UBC - Fred Kaiser Bldg,-123.25,49.26
The Melville - Melville & Bute,-123.12,49.29
West Broadway,-123.17,49.26
Hyatt Regency Vancouver Lobby Licen,-123.12,49.29
Portico - Granville St & 7th Ave,-123.14,49.27
Hastings & Kaslo Street,-123.05,49.28
Safeway - Vancouver #90,-123.14,49.29
University Marketplace,-123.24,49.27
Bentall 4 - Burrard & Dunsmuir,-123.12,49.29
Grouse Mountain Resort Vancouver,-123.1,49.37
Oak Street,-123.13,49.25
UBC @ University Boulevard New Book,-123.25,49.27
Manulife Center,-123.12,49.29
49th & Fraser,-123.09,49.23
Brava - Davie & Seymour,-123.13,49.28
West Hastings & Howe St,-123.12,49.29
Killarney Shopping Ctre,-123.05,49.23
Oakridge Centre,-123.12,49.23
Broadway & Heather,-123.12,49.26
16th & MacDonald St,-123.17,49.26
Urban Fare,-123.12,49.29
E Broadway & Scotia,-123.1,49.26
Pan Pacific Hotel,-123.11,49.29
Safeway - Granville #60,-123.14,49.21
SW Marine Dr and Ontario St,-123.11,49.21
Waterfront Centre,-123.12,49.29
East 2nd & Quebec,-123.1,49.27
Granville & 2nd,-123.14,49.27
Champlain Mall,-123.04,49.22
Robson & Jervis,-123.13,49.29
Cambie St & 39th Ave,-123.12,49.24
International Village,-123.11,49.28
Montreux-2nd & Yukon,-123.11,49.27
Hornby,-123.12,49.28
Compass @ Langara College,-123.11,49.22
Stephens & West Broadway,-123.17,49.26
West 10th,-123.21,49.26
Cambie Street,-123.11,49.25
Burrard & Georgia,-123.12,49.28
Shaw Tower,-123.12,49.29
Marpole,-123.14,49.21
Davie Village,-123.13,49.28
Yaletown,-123.12,49.27
Arbutus & Valley,-123.15,49.24
Main Street & Terminal Ave,-123.1,49.27
Gateway Casino and Hotel,-123.01,49.26
41st Ave & Balsam St,-123.16,49.23
The Rise-Cambie & W 8th,-123.11,49.26
Robson - Robson & Thurlow,-123.12,49.28
Marine Gateway,-123.12,49.21
891 Dunsmuir,-123.12,49.28
Safeway-Vancouver #115,-123.16,49.27
Boheme - Hastings & McLean Dr,-123.07,49.28
HBC Vancouver @ Market,-123.12,49.28
Main & Keefer,-123.1,49.28
Hornby & Drake,-123.13,49.28
Robson & Homer,-123.12,49.28
Pender,-123.12,49.28
Seabus,-123.11,49.29
Broadway & Cambie,-123.12,49.26
Burrard & Smithe,-123.12,49.28
Seymour and Dunsmuir,-123.12,49.28
Kerrisdale,-123.16,49.23
850 Powell Street,-123.09,49.28
English Bay - Davie St & Denman St,-123.14,49.29
Terminal & Begg,-123.09,49.27
Beatty,-123.11,49.28
Royal Centre,-123.12,49.29
UBC -Tech. Facility 3,-123.25,49.26
Oak St & 12th Ave,-123.13,49.26
Boundary Plaza-Kingsway & Boundary,-123.02,49.23
Grandview Hwy & Natal Street,-123.03,49.26
City Square Mall,-123.12,49.26
Sheraton Wall Centre @ Burrard,-123.13,49.28
Granville,-123.14,49.26
Broadway & Manitoba,-123.11,49.26
1095 Howe,-123.13,49.28
West Fourth (Original Store),-123.16,49.27
Times Square - Robson & Denman,-123.14,49.29
Safeway-Vancouver #2,-123.17,49.26
Safeway - Vancouver #110,-123.12,49.23
Dunbar,-123.19,49.25
Oak Street & 67th Avenue,-123.13,49.21
Broadway & Commercial,-123.07,49.26
Kitsilano Beach,-123.15,49.27
East Hastings & Kamloops,-123.05,49.28
Commercial & 2nd,-123.07,49.27
W.Broadway & Pine,-123.14,49.26
Harbour Centre,-123.11,49.29
Century - Fraser St & 29th,-123.09,49.24
Robson & Richards,-123.12,49.28
433 Seymour Street,-123.11,49.28
900 Granville,-123.12,49.28
Safeway - Vancouver #36,-123.14,49.29
Broadway & Granville/Chptrs,-123.14,49.26
Broadway Tech Centre,-123.04,49.26
4th & Bayswater,-123.17,49.27
Mainland & Nelson Yaletown Park,-123.12,49.28
Safeway - Vancouver #84,-123.03,49.23
Davie & Thurlow,-123.13,49.28
Metropolitan Towers,-123.12,49.28
Gastown,-123.11,49.28
BC Childrens Hospital,-123.12,49.25
Victoria Dr and 41st,-123.07,49.23
Safeway - Vancouver #189,-123.07,49.26
Village Green,-119.27,50.28
Polson Park - Vernon,-119.27,50.26
Safeway Vernon #24,-119.28,50.26
4400 32nd St - Vernon Square,-119.28,50.28
Safeway - Vernon #61,-119.28,50.28
James Bay Square - Simcoe St,-123.38,48.42
Eagle Creek Village SC,-123.43,48.47
Save-on-Foods - Shelbourne Victoria,-123.33,48.45
Broadmead,-123.38,48.5
Westside Village,-123.38,48.43
Shelbourne Plaza,-123.33,48.46
Government & Fisgard,-123.37,48.43
Tillicum,-123.4,48.45
Teavana - The Bay Centre,-123.37,48.42
Victoria Bay Centre,-123.37,48.42
Fort & Foul Bay,-123.32,48.43
Cadboro Bay,-123.3,48.46
Teavana - Mayfair Shipping Centre,-123.37,48.45
3180 Douglas St - Victoria,-123.37,48.45
Heritage SteamShip,-123.37,48.42
Chapters - Victoria,-123.37,48.43
Torquay Village,-123.33,48.48
Fairfield Plaza,-123.34,48.41
Government & Yates,-123.37,48.43
Fort Street,-123.36,48.42
McKenzie & Teakwood - Tuscany,-123.33,48.47
Westshore Town Centre,-123.51,48.44
Quadra & Yates,-123.36,48.43
Cook Street Village,-123.36,48.42
Saanich Center,-123.36,48.47
Oak Bay,-123.32,48.43
Mayfair Shopping Centre,-123.37,48.45
Hillside Mall,-123.34,48.45
Uptown - Trans Can Hwy & Hwy 17,-123.37,48.46
Dobbin Rd - Westbank TC,-119.63,49.83
Dundarave Village Mews,-123.18,49.33
Ambleside,-123.16,49.33
Park Royal Home Depot,-123.14,49.33
Horseshoe Bay,-123.27,49.37
Safeway - West Vancouver #38,-123.25,49.35
Caulfield Village,-123.25,49.35
Park Royal Indigo,-123.14,49.33
Governor's Market-Westbank,-119.62,49.84
Crystal Lodge,-122.96,50.11
Village North,-122.96,50.12
Whistler Village,-122.95,50.12
Creekside - Franz's Trail,-122.99,50.09
Safeway-Williams Lake #159,-122.14,52.13
Turtle Bay Winfield,-119.41,50.05
Corral Centre,-99.96,49.87
Safeway - Brandon # 604,-99.96,49.84
Safeway - Selkirk #603,-96.87,50.15
Safeway - Thompson #623,-97.85,55.74
Safeway-Winnipeg #359,-97.21,49.88
Grant Park Festival,-97.17,49.85
University of Manitoba - Sciences A,-97.15,49.81
Osborne Village,-97.15,49.88
Southglen,-97.08,49.82
Canad Inn @ Health Science Center,-97.16,49.91
Safeway-Winnipeg #720,-97.3,49.88
Henderson Hwy,-97.09,49.94
Portage Place Mall - Main Entrance,-97.15,49.89
Safeway-Winnipeg #731,-97.2,49.83
Ellice Ave St & Milt Stegal Dr,-97.2,49.89
Polo Park,-97.2,49.88
Safeway-River East Plaza Winnipeg #,-97.09,49.95
Main & Murray,-97.1,49.95
Save On Foods Bridgewater,-97.19,49.8
Safeway - Winnipeg #714,-97.15,49.81
Kenaston Crossing,-97.2,49.82
Northgate Save On Foods,-97.16,49.94
Shops at Winnipeg Square,-97.14,49.89
Kildonan Crossing,-97.07,49.9
Charleswood,-97.25,49.87
Safeway-Winnipeg #726,-97.26,49.86
U of MB - Elizabeth DaFoe Library,-97.13,49.81
SSP@ Winnipeg Airport,-97.23,49.9
St. Vital Centre,-97.11,49.83
University of Manitoba - University,-97.15,49.81
1740 Pembina Hwy,-97.15,49.83
Radisson Downtown Winnipeg,-97.14,49.89
Pembina & Point,-97.15,49.85
Fairmont Winnipeg - Lower level,-97.14,49.9
Teavana - Polo Park,-97.2,49.88
Greencrest Plaza,-97.16,49.79
Aramark @ University of Manitoba He,-97.16,49.9
Safeway-Winnipeg #728,-97.1,49.86
Regent Avenue,-97.07,49.9
Tuxedo Park,-97.21,49.87
Safeway-Winnipeg #725,-97.16,49.94
544 Academy Rd,-97.2,49.87
St.Vital Chapters,-97.11,49.83
University of Winnipeg-Annex,-97.15,49.89
Safeway - Winnipeg # 701,-97.11,49.88
201 Portage Ave,-97.14,49.9
Corydon Avenue,-97.15,49.87
Safeway-Winnipeg #717,-97.2,49.94
Teavana - St. Vital Centre,-97.11,49.83
Teavana - Kildonan,-97.06,49.9
Broadway  & Donald St,-97.14,49.89
Graham & Kennedy,-97.15,49.89
Velodrome Chapters,-97.19,49.89
Kenaston Indigo,-97.2,49.82
Chapters-Moncton,-64.76,46.1
270 Amirault,-64.73,46.09
361 Champlain,-64.74,46.1
Champlain Place Mall - Level 1,-64.76,46.1
Chapters-Regent Mall,-66.67,45.94
1040 Prospect Street,-66.67,45.94
Teavana - Regent Mall,-66.66,45.93
1633 Mountain Road,-64.84,46.12
360 Elmwood Drive,-64.77,46.12
761 Main Street,-64.78,46.09
15 Depot Court,-66.02,45.3
Teavana - McAllister Place,-66.02,45.31
944 Fairville,-66.1,45.25
41 Fashion Drive,-66.03,45.3
Chapters - St John's,-52.76,47.56
Avalon Mall - Level 1,-52.75,47.56
2 Stavanger Drive,-52.72,47.61
670 Topsail Road,-52.77,47.52
12 Hebron Way,-52.72,47.62
191 Kenmount Rd,-52.77,47.55
Water Street & Bishops Cove,-52.71,47.56
535 Larry Uteck Blvd.,-63.68,44.7
Chapters-Mic Mac Mall,-63.56,44.68
Mic Mac Mall - Level 1,-63.56,44.69
675 Windmill Road,-63.61,44.7
32 Foulis Row,-63.56,44.71
547 Portland Street,-63.54,44.67
YHZ - Arrivals - Main Term Halifax,-63.54,44.94
Dalhousie University,-63.58,44.64
5554 Kaye Street,-63.6,44.66
5640 Spring Garden Road,-63.58,44.64
86 Chain Lake Drive,-63.67,44.64
Marriott Halifax Harbourfront,-63.57,44.65
Halifax Professional Centre-Level 1,-63.59,44.64
"1646 Barrington Street, Suite 800",-63.57,44.65
"YHZ Halifax Main Term, 2nd level",-63.51,44.89
Scotia Square - Level 1,-63.58,44.65
20 Parkland Dr,-63.67,44.66
Halifax Shopping Centre - Level 2,-63.62,44.65
Chapters - Bayers Lake,-63.67,44.65
378 Welton Street,-60.16,46.14
90 Kingston Rd,-79.02,43.86
15 Westney Rd,-79.04,43.86
1100 Wilson Street W & Shaver Road,-80.02,43.2
220 Wilson St. E & Halson St,-79.98,43.22
Longos Ancaster,-79.95,43.25
737 Golf Links Rd,-79.95,43.23
35 First Commerce Dr,-79.41,44.01
Longos Aurora,-79.44,44.01
2 Orchard Heights Blvd,-79.47,44.01
129 Pedersen Dr,-79.45,44.02
19 Mapleview Dr,-79.69,44.33
Georgian Mall - Food Court,-79.71,44.41
482 Bayfield St,-79.71,44.41
420 Essa Rd,-79.7,44.35
76 Barrie View Dr,-79.69,44.34
295 North Front Street-Belleville,-77.39,44.18
Teavana - Quinte Mall,-77.4,44.19
North Front-Bell Blvd,-77.4,44.19
12550 Highway 50,-79.71,43.86
17 Worthington Ave,-79.81,43.68
190 Queen Street East,-79.75,43.69
52 Quarry Edge Dr,-79.78,43.71
Teavana - Bramalea City Centre,-79.72,43.72
65 Dusk Dr,-79.77,43.66
90 Great Lakes Dr,-79.76,43.73
Longos Brampton,-79.73,43.66
25 Gateway Blvd,-79.7,43.74
50 Peel Centre Dr,-79.73,43.71
8 Queen St E,-79.76,43.69
Longo's North West Brampton,-79.84,43.68
80 Resolution Dr,-79.72,43.68
320 Colborne St W,-80.29,43.13
1981 Parkdale Ave. Unit D,-75.68,44.61
Teavana - Mapleview Centre,-79.82,43.33
Teavana - Burlington Mall,-79.79,43.35
1860 Appleby Line,-79.79,43.39
1250 Brant St,-79.83,43.34
900 Maple Ave,-79.82,43.33
Longos Oakville,-79.75,43.4
3051 Walkers Line,-79.82,43.39
503 Brant St,-79.8,43.33
2500 Appleby Line,-79.81,43.41
675 Appleby Line,-79.76,43.37
"491 Appleby Line, Unit 101",-79.75,43.37
Longos Fairview,-79.82,43.33
3305 Fairview St,-79.79,43.35
Longos North Burlington,-79.82,43.39
Cambridge North Travel Plaza,-80.32,43.36
525 Hespeler Rd,-80.33,43.4
1 Hespeler Rd,-80.32,43.37
505 McNeely Road,-76.12,45.13
65 First St,-80.22,44.5
Blue Mountain Village,-80.31,44.5
Vaughan Mills - Entry 2 Food Court,-79.54,43.83
Brookdale & Rosemount Ave Cornwall,-74.75,45.03
Safeway-Dryden #679,-92.84,49.78
46 King St W,-79.96,43.27
